"","year","month","plot_number","treatment","species","height","width1","width2","alive","site","month_count","transplanted"
"1073",2018,5,26,"half ","HEAR",5.6,6.6,4.1,0,"2",4,2018
"1074",2018,5,26,"half ","HEAR",6.87,7.11,5.95,1,"2",4,2018
"1075",2018,5,26,"half ","RHOV",1.26,2.56,1.12,0,"2",4,2018
"1076",2018,5,26,"half ","RHOV",1.53,2.36,1.11,0,"2",4,2018
"1077",2018,5,26,"half ","RHOV",1.7,1.24,0.6,0,"2",4,2018
"1078",2018,5,26,"half ","RHOV",2.1,3.7,2.3,1,"2",4,2018
"1079",2018,5,26,"half ","SAAP",NA,NA,NA,0,"2",4,2018
"1080",2018,5,26,"half ","SAAP",2.4,1.1,1,0,"2",4,2018
"1081",2018,5,27,"full ","CEOL",NA,NA,NA,0,"2",4,2018
"1082",2018,5,27,"full ","CEOL",1.82,0.07,0.07,0,"2",4,2018
"1083",2018,5,27,"full ","HEAR",3.02,6.02,4.34,1,"2",4,2018
"1084",2018,5,27,"full ","HEAR",3.4,12.34,10.16,1,"2",4,2018
"1085",2018,5,27,"full ","HEAR",3.82,6.62,3.58,0,"2",4,2018
"1086",2018,5,27,"full ","HEAR",4.78,2.17,1.87,0,"2",4,2018
"1087",2018,5,27,"full ","HEAR",9.22,4.95,0.31,0,"2",4,2018
"1088",2018,5,27,"full ","HEAR",9.51,8.92,5.98,1,"2",4,2018
"1089",2018,5,27,"full ","RHOV",NA,NA,NA,0,"2",4,2018
"1090",2018,5,27,"full ","RHOV",1.86,0.83,0.58,0,"2",4,2018
"1091",2018,5,27,"full ","RHOV",2.62,3.03,1.72,0,"2",4,2018
"1092",2018,5,27,"full ","SAAP",2.26,0.75,0.56,0,"2",4,2018
"1093",2018,5,27,"full ","SAAP",2.48,0.98,0.37,0,"2",4,2018
"1094",2018,5,27,"full ","SAAP",2.68,0.92,0.62,0,"2",4,2018
"1095",2018,5,27,"full ","SAAP",2.86,2.75,1.76,1,"2",4,2018
"1096",2018,5,28,"half ","CEOL",NA,NA,NA,0,"2",4,2018
"1097",2018,5,28,"half ","CEOL",1.53,2.25,1.03,0,"2",4,2018
"1098",2018,5,28,"half ","CEOL",2.14,1.9,1.45,0,"2",4,2018
"1099",2018,5,28,"half ","CEOL",2.9,2.85,1,0,"2",4,2018
"1100",2018,5,28,"half ","HEAR",2.3,3.52,0.83,0,"2",4,2018
"1101",2018,5,28,"half ","HEAR",5.27,7.54,4.77,0,"2",4,2018
"1102",2018,5,28,"half ","HEAR",5.92,6.88,1.47,0,"2",4,2018
"1103",2018,5,28,"half ","HEAR",6.2,7.4,1.15,0,"2",4,2018
"1104",2018,5,28,"half ","HEAR",6.6,7.41,2.99,1,"2",4,2018
"1105",2018,5,28,"half ","HEAR",7.6,4.2,6.8,0,"2",4,2018
"1106",2018,5,28,"half ","RHOV",NA,NA,NA,0,"2",4,2018
"1107",2018,5,28,"half ","RHOV",0.01,2,1.23,0,"2",4,2018
"1108",2018,5,28,"half ","RHOV",0.91,1.37,0.93,0,"2",4,2018
"1109",2018,5,28,"half ","RHOV",0.91,1.96,0.7,0,"2",4,2018
"1110",2018,5,28,"half ","SAAP",NA,NA,NA,0,"2",4,2018
"1111",2018,5,28,"half ","SAAP",1.9,0.27,0.27,0,"2",4,2018
"1112",2018,5,28,"half ","SAAP",2,1.7,1.24,0,"2",4,2018
"1113",2018,5,29,"none","CEOL",NA,NA,NA,0,"2",4,2018
"1114",2018,5,29,"none","HEAR",12.04,4.31,3.48,0,"2",4,2018
"1115",2018,5,29,"none","HEAR",15.1,6.42,3.18,0,"2",4,2018
"1116",2018,5,29,"none","HEAR",4.88,4.35,0.49,0,"2",4,2018
"1117",2018,5,29,"none","HEAR",5.67,5.97,3.22,0,"2",4,2018
"1118",2018,5,29,"none","HEAR",5.91,6.92,5.45,0,"2",4,2018
"1119",2018,5,29,"none","HEAR",8.58,7.32,5.44,0,"2",4,2018
"1120",2018,5,29,"none","RHOV",NA,NA,NA,0,"2",4,2018
"1121",2018,5,29,"none","RHOV",0.91,0.07,0.06,0,"2",4,2018
"1122",2018,5,29,"none","RHOV",3.31,1.05,0.15,0,"2",4,2018
"1123",2018,5,29,"none","SAAP",NA,NA,NA,0,"2",4,2018
"1124",2018,5,29,"none","SAAP",1.13,0.07,0.06,0,"2",4,2018
"1125",2018,5,29,"none","SAAP",2.23,0.81,0.24,0,"2",4,2018
"1126",2018,5,29,"none","SAAP",3.15,0.13,0.13,0,"2",4,2018
"1127",2018,5,30,"full ","CEOL",NA,NA,NA,0,"2",4,2018
"1128",2018,5,30,"full ","CEOL",3.56,2.3,1.66,1,"2",4,2018
"1129",2018,5,30,"full ","HEAR",NA,NA,NA,0,"2",4,2018
"1130",2018,5,30,"full ","HEAR",1.93,6.46,2.32,0,"2",4,2018
"1131",2018,5,30,"full ","HEAR",6.64,4.87,3.17,0,"2",4,2018
"1132",2018,5,30,"full ","HEAR",8.13,3.8,2.46,0,"2",4,2018
"1133",2018,5,30,"full ","HEAR",9.06,9.18,2.11,0,"2",4,2018
"1134",2018,5,30,"full ","HEAR",9.66,7.94,5.49,0,"2",4,2018
"1135",2018,5,30,"full ","RHOV",NA,NA,NA,0,"2",4,2018
"1136",2018,5,30,"full ","RHOV",1.78,6.46,2.32,0,"2",4,2018
"1137",2018,5,30,"full ","SAAP",NA,NA,NA,0,"2",4,2018
"1138",2018,5,30,"full ","SAAP",2.14,0.88,0.82,0,"2",4,2018
"1139",2018,5,31,"none","CEOL",NA,NA,NA,0,"2",4,2018
"1140",2018,5,31,"none","HEAR",NA,NA,NA,0,"2",4,2018
"1141",2018,5,31,"none","HEAR",3.96,3.6,2.71,1,"2",4,2018
"1142",2018,5,31,"none","HEAR",4.02,6.04,4.06,1,"2",4,2018
"1143",2018,5,31,"none","HEAR",4.3,3.2,0.1,0,"2",4,2018
"1144",2018,5,31,"none","HEAR",5.8,6,5,0,"2",4,2018
"1145",2018,5,31,"none","HEAR",8.4,7.2,5.3,0,"2",4,2018
"1146",2018,5,31,"none","RHOV",NA,NA,NA,0,"2",4,2018
"1147",2018,5,31,"none","RHOV",1.24,2.87,1.82,1,"2",4,2018
"1148",2018,5,31,"none","SAAP",NA,NA,NA,0,"2",4,2018
"1149",2018,5,32,"half ","CEOL",NA,NA,NA,0,"2",4,2018
"1150",2018,5,32,"half ","HEAR",NA,NA,NA,0,"2",4,2018
"1151",2018,5,32,"half ","HEAR",14.985,8.412,5.965,1,"2",4,2018
"1152",2018,5,32,"half ","HEAR",3.78,5.065,2.815,0,"2",4,2018
"1153",2018,5,32,"half ","HEAR",6.324,7.377,4.787,1,"2",4,2018
"1154",2018,5,32,"half ","HEAR",6.336,7.667,6.045,1,"2",4,2018
"1155",2018,5,32,"half ","RHOV",NA,NA,NA,0,"2",4,2018
"1156",2018,5,32,"half ","RHOV",0.904,3.039,1.147,1,"2",4,2018
"1157",2018,5,32,"half ","SAAP",NA,NA,NA,0,"2",4,2018
"1158",2018,5,33,"full ","CEOL",NA,NA,NA,0,"2",4,2018
"1159",2018,5,33,"full ","CEOL",2.625,2.611,1.493,1,"2",4,2018
"1160",2018,5,33,"full ","CEOL",3.26,2.65,1.39,1,"2",4,2018
"1161",2018,5,33,"full ","CEOL",4.677,2.247,1.341,1,"2",4,2018
"1162",2018,5,33,"full ","HEAR",NA,NA,NA,0,"2",4,2018
"1163",2018,5,33,"full ","HEAR",1.91,6.78,7.52,1,"2",4,2018
"1164",2018,5,33,"full ","HEAR",10.78,5.63,5.854,0,"2",4,2018
"1165",2018,5,33,"full ","HEAR",5.77,8.89,6.38,0,"2",4,2018
"1166",2018,5,33,"full ","HEAR",6.9,4.18,2.31,0,"2",4,2018
"1167",2018,5,33,"full ","HEAR",8.53,8.26,5.77,0,"2",4,2018
"1168",2018,5,33,"full ","RHOV",NA,NA,NA,0,"2",4,2018
"1169",2018,5,33,"full ","RHOV",2.84,2.95,1.24,1,"2",4,2018
"1170",2018,5,33,"full ","SAAP",NA,NA,NA,0,"2",4,2018
"1171",2018,5,33,"full ","SAAP",2.98,2.1,1.4,1,"2",4,2018
"1172",2018,5,34,"half ","CEOL",NA,NA,NA,0,"2",4,2018
"1173",2018,5,34,"half ","CEOL",3.65,2.13,0.94,1,"2",4,2018
"1174",2018,5,34,"half ","HEAR",NA,NA,NA,0,"2",4,2018
"1175",2018,5,34,"half ","HEAR",11.51,6.5,3.6,1,"2",4,2018
"1176",2018,5,34,"half ","HEAR",4.93,5.5,4.235,0,"2",4,2018
"1177",2018,5,34,"half ","HEAR",6.85,4.67,6.39,1,"2",4,2018
"1178",2018,5,34,"half ","HEAR",8.415,5.835,2.295,0,"2",4,2018
"1179",2018,5,34,"half ","RHOV",NA,NA,NA,0,"2",4,2018
"1180",2018,5,34,"half ","RHOV",0.885,1.865,0.73,0,"2",4,2018
"1181",2018,5,34,"half ","RHOV",2.56,3.65,1.07,1,"2",4,2018
"1182",2018,5,34,"half ","SAAP",NA,NA,NA,0,"2",4,2018
"1183",2018,5,35,"full ","CEOL",NA,NA,NA,0,"2",4,2018
"1184",2018,5,35,"full ","CEOL",1.883,2.753,1.868,0,"2",4,2018
"1185",2018,5,35,"full ","CEOL",2.081,0.451,0.451,0,"2",4,2018
"1186",2018,5,35,"full ","CEOL",2.129,3.18,1.225,1,"2",4,2018
"1187",2018,5,35,"full ","HEAR",2.709,3.77,1.808,1,"2",4,2018
"1188",2018,5,35,"full ","HEAR",4.903,5.318,3.44,1,"2",4,2018
"1189",2018,5,35,"full ","HEAR",4.978,9.426,3.814,1,"2",4,2018
"1190",2018,5,35,"full ","HEAR",6.098,6.75,5.106,1,"2",4,2018
"1191",2018,5,35,"full ","HEAR",6.728,6.192,5.268,1,"2",4,2018
"1192",2018,5,35,"full ","HEAR",6.918,4.249,1.879,0,"2",4,2018
"1193",2018,5,35,"full ","RHOV",0.991,2.248,1.089,0,"2",4,2018
"1194",2018,5,35,"full ","RHOV",1.159,1.432,1.007,0,"2",4,2018
"1195",2018,5,35,"full ","RHOV",1.218,2.613,1.106,0,"2",4,2018
"1196",2018,5,35,"full ","RHOV",2.743,1.309,1.056,0,"2",4,2018
"1197",2018,5,35,"full ","SAAP",1.209,0.309,0.309,0,"2",4,2018
"1198",2018,5,35,"full ","SAAP",2.412,1.657,0.937,0,"2",4,2018
"1199",2018,5,35,"full ","SAAP",2.579,0.369,0.369,0,"2",4,2018
"1200",2018,5,35,"full ","SAAP",2.603,1.462,0.792,0,"2",4,2018
"1201",2018,5,36,"none","CEOL",NA,NA,NA,0,"2",4,2018
"1202",2018,5,36,"none","HEAR",NA,NA,NA,0,"2",4,2018
"1203",2018,5,36,"none","HEAR",13.11,7.235,6.36,1,"2",4,2018
"1204",2018,5,36,"none","HEAR",3.04,6.43,1.71,0,"2",4,2018
"1205",2018,5,36,"none","HEAR",4.415,6.54,1.21,1,"2",4,2018
"1206",2018,5,36,"none","HEAR",9.068,10.721,6.19,1,"2",4,2018
"1207",2018,5,36,"none","HEAR",9.9,8.33,3.56,0,"2",4,2018
"1208",2018,5,36,"none","RHOV",NA,NA,NA,0,"2",4,2018
"1209",2018,5,36,"none","SAAP",NA,NA,NA,0,"2",4,2018
"1210",2018,12,1,"none","CEOL",NA,NA,NA,0,"1",11,2018
"1211",2018,12,1,"none","HEAR",NA,NA,NA,0,"1",11,2018
"1212",2018,12,1,"none","RHOV",NA,NA,NA,0,"1",11,2018
"1213",2018,12,1,"none","SAAP",NA,NA,NA,0,"1",11,2018
"1214",2018,12,2,"full ","CEOL",NA,NA,NA,0,"1",11,2018
"1215",2018,12,2,"full ","HEAR",NA,NA,NA,0,"1",11,2018
"1216",2018,12,2,"full ","RHOV",NA,NA,NA,0,"1",11,2018
"1217",2018,12,2,"full ","SAAP",NA,NA,NA,0,"1",11,2018
"1218",2018,12,3,"full ","CEOL",NA,NA,NA,0,"1",11,2018
"1219",2018,12,3,"full ","HEAR",NA,NA,NA,0,"1",11,2018
"1220",2018,12,3,"full ","RHOV",NA,NA,NA,0,"1",11,2018
"1221",2018,12,3,"full ","SAAP",NA,NA,NA,0,"1",11,2018
"1222",2018,12,4,"half ","CEOL",NA,NA,NA,0,"1",11,2018
"1223",2018,12,4,"half ","HEAR",NA,NA,NA,0,"1",11,2018
"1224",2018,12,4,"half ","RHOV",NA,NA,NA,0,"1",11,2018
"1225",2018,12,4,"half ","RHOV",1.28,2.105,0.916,0,"1",11,2018
"1226",2018,12,4,"half ","SAAP",NA,NA,NA,0,"1",11,2018
"1227",2018,12,4,"half ","SAAP",3.218,2.442,3.546,1,"1",11,2018
"1228",2018,12,5,"half ","CEOL",NA,NA,NA,0,"1",11,2018
"1229",2018,12,5,"half ","HEAR",NA,NA,NA,0,"1",11,2018
"1230",2018,12,5,"half ","RHOV",NA,NA,NA,0,"1",11,2018
"1231",2018,12,5,"half ","SAAP",NA,NA,NA,0,"1",11,2018
"1232",2018,12,6,"none","CEOL",NA,NA,NA,0,"1",11,2018
"1233",2018,12,6,"none","HEAR",NA,NA,NA,0,"1",11,2018
"1234",2018,12,6,"none","RHOV",NA,NA,NA,0,"1",11,2018
"1235",2018,12,6,"none","SAAP",NA,NA,NA,0,"1",11,2018
"1236",2018,12,7,"none","CEOL",NA,NA,NA,0,"1",11,2018
"1237",2018,12,7,"none","HEAR",NA,NA,NA,0,"1",11,2018
"1238",2018,12,7,"none","RHOV",NA,NA,NA,0,"1",11,2018
"1239",2018,12,7,"none","SAAP",NA,NA,NA,0,"1",11,2018
"1240",2018,12,8,"half ","CEOL",NA,NA,NA,0,"1",11,2018
"1241",2018,12,8,"half ","HEAR",NA,NA,NA,0,"1",11,2018
"1242",2018,12,8,"half ","RHOV",NA,NA,NA,0,"1",11,2018
"1243",2018,12,8,"half ","SAAP",NA,NA,NA,0,"1",11,2018
"1244",2018,12,9,"full ","CEOL",NA,NA,NA,0,"1",11,2018
"1245",2018,12,9,"full ","HEAR",NA,NA,NA,0,"1",11,2018
"1246",2018,12,9,"full ","RHOV",NA,NA,NA,0,"1",11,2018
"1247",2018,12,9,"full ","SAAP",NA,NA,NA,0,"1",11,2018
"1248",2018,12,10,"half ","CEOL",NA,NA,NA,0,"1",11,2018
"1249",2018,12,10,"half ","HEAR",NA,NA,NA,0,"1",11,2018
"1250",2018,12,10,"half ","RHOV",NA,NA,NA,0,"1",11,2018
"1251",2018,12,10,"half ","SAAP",NA,NA,NA,0,"1",11,2018
"1252",2018,12,10,"half ","SAAP",3.519,1.428,1.36,1,"1",11,2018
"1253",2018,12,11,"none","CEOL",NA,NA,NA,0,"1",11,2018
"1254",2018,12,11,"none","HEAR",NA,NA,NA,0,"1",11,2018
"1255",2018,12,11,"none","RHOV",NA,NA,NA,0,"1",11,2018
"1256",2018,12,11,"none","SAAP",NA,NA,NA,0,"1",11,2018
"1257",2018,12,12,"full ","CEOL",NA,NA,NA,0,"1",11,2018
"1258",2018,12,12,"full ","HEAR",NA,NA,NA,0,"1",11,2018
"1259",2018,12,12,"full ","RHOV",NA,NA,NA,0,"1",11,2018
"1260",2018,12,12,"full ","RHOV",3.692,0.812,0.0951,1,"1",11,2018
"1261",2018,12,12,"full ","SAAP",NA,NA,NA,0,"1",11,2018
"1262",2018,12,13,"full ","CEOL",NA,NA,NA,0,"1",11,2018
"1263",2018,12,13,"full ","HEAR",NA,NA,NA,0,"1",11,2018
"1264",2018,12,13,"full ","RHOV",NA,NA,NA,0,"1",11,2018
"1265",2018,12,13,"full ","SAAP",NA,NA,NA,0,"1",11,2018
"1266",2018,12,14,"none","CEOL",NA,NA,NA,0,"1",11,2018
"1267",2018,12,14,"none","HEAR",NA,NA,NA,0,"1",11,2018
"1268",2018,12,14,"none","RHOV",NA,NA,NA,0,"1",11,2018
"1269",2018,12,14,"none","SAAP",NA,NA,NA,0,"1",11,2018
"1270",2018,12,15,"half ","CEOL",NA,NA,NA,0,"1",11,2018
"1271",2018,12,15,"half ","HEAR",NA,NA,NA,0,"1",11,2018
"1272",2018,12,15,"half ","RHOV",NA,NA,NA,0,"1",11,2018
"1273",2018,12,15,"half ","SAAP",NA,NA,NA,0,"1",11,2018
"1274",2018,12,16,"full ","CEOL",NA,NA,NA,0,"1",11,2018
"1275",2018,12,16,"full ","HEAR",NA,NA,NA,0,"1",11,2018
"1276",2018,12,16,"full ","RHOV",NA,NA,NA,0,"1",11,2018
"1277",2018,12,16,"full ","SAAP",NA,NA,NA,0,"1",11,2018
"1278",2018,12,17,"half ","CEOL",NA,NA,NA,0,"1",11,2018
"1279",2018,12,17,"half ","HEAR",NA,NA,NA,0,"1",11,2018
"1280",2018,12,17,"half ","RHOV",NA,NA,NA,0,"1",11,2018
"1281",2018,12,17,"half ","SAAP",NA,NA,NA,0,"1",11,2018
"1282",2018,12,18,"none","CEOL",NA,NA,NA,0,"1",11,2018
"1283",2018,12,18,"none","HEAR",NA,NA,NA,0,"1",11,2018
"1284",2018,12,18,"none","RHOV",NA,NA,NA,0,"1",11,2018
"1285",2018,12,18,"none","SAAP",NA,NA,NA,0,"1",11,2018
"1286",2018,12,19,"full ","CEOL",NA,NA,NA,0,"2",11,2018
"1287",2018,12,19,"full ","HEAR",NA,NA,NA,0,"2",11,2018
"1288",2018,12,19,"full ","RHOV",NA,NA,NA,0,"2",11,2018
"1289",2018,12,19,"full ","SAAP",NA,NA,NA,0,"2",11,2018
"1290",2018,12,20,"none","CEOL",NA,NA,NA,0,"2",11,2018
"1291",2018,12,20,"none","HEAR",NA,NA,NA,0,"2",11,2018
"1292",2018,12,20,"none","RHOV",NA,NA,NA,0,"2",11,2018
"1293",2018,12,20,"none","SAAP",NA,NA,NA,0,"2",11,2018
"1294",2018,12,21,"half ","CEOL",NA,NA,NA,0,"2",11,2018
"1295",2018,12,21,"half ","HEAR",NA,NA,NA,0,"2",11,2018
"1296",2018,12,21,"half ","RHOV",NA,NA,NA,0,"2",11,2018
"1297",2018,12,21,"half ","SAAP",NA,NA,NA,0,"2",11,2018
"1298",2018,12,22,"full ","CEOL",NA,NA,NA,0,"2",11,2018
"1299",2018,12,22,"full ","HEAR",NA,NA,NA,0,"2",11,2018
"1300",2018,12,22,"full ","RHOV",NA,NA,NA,0,"2",11,2018
"1301",2018,12,22,"full ","SAAP",NA,NA,NA,0,"2",11,2018
"1302",2018,12,23,"half ","CEOL",NA,NA,NA,0,"2",11,2018
"1303",2018,12,23,"half ","HEAR",NA,NA,NA,0,"2",11,2018
"1304",2018,12,23,"half ","RHOV",NA,NA,NA,0,"2",11,2018
"1305",2018,12,23,"half ","SAAP",NA,NA,NA,0,"2",11,2018
"1306",2018,12,24,"none","CEOL",NA,NA,NA,0,"2",11,2018
"1307",2018,12,24,"none","HEAR",NA,NA,NA,0,"2",11,2018
"1308",2018,12,24,"none","RHOV",NA,NA,NA,0,"2",11,2018
"1309",2018,12,24,"none","SAAP",NA,NA,NA,0,"2",11,2018
"1310",2018,12,25,"none","CEOL",NA,NA,NA,0,"2",11,2018
"1311",2018,12,25,"none","HEAR",NA,NA,NA,0,"2",11,2018
"1312",2018,12,25,"none","RHOV",NA,NA,NA,0,"2",11,2018
"1313",2018,12,25,"none","SAAP",NA,NA,NA,0,"2",11,2018
"1314",2018,12,26,"half ","CEOL",NA,NA,NA,0,"2",11,2018
"1315",2018,12,26,"half ","HEAR",NA,NA,NA,0,"2",11,2018
"1316",2018,12,26,"half ","RHOV",NA,NA,NA,0,"2",11,2018
"1317",2018,12,26,"half ","SAAP",NA,NA,NA,0,"2",11,2018
"1318",2018,12,26,"half ","SAAP",NA,NA,NA,0,"2",11,2018
"1319",2018,12,27,"full ","CEOL",NA,NA,NA,0,"2",11,2018
"1320",2018,12,27,"full ","HEAR",NA,NA,NA,0,"2",11,2018
"1321",2018,12,27,"full ","RHOV",NA,NA,NA,0,"2",11,2018
"1322",2018,12,27,"full ","SAAP",NA,NA,NA,0,"2",11,2018
"1323",2018,12,28,"half ","CEOL",NA,NA,NA,0,"2",11,2018
"1324",2018,12,28,"half ","HEAR",NA,NA,NA,0,"2",11,2018
"1325",2018,12,28,"half ","RHOV",NA,NA,NA,0,"2",11,2018
"1326",2018,12,28,"half ","SAAP",NA,NA,NA,0,"2",11,2018
"1327",2018,12,29,"none","CEOL",NA,NA,NA,0,"2",11,2018
"1328",2018,12,29,"none","HEAR",NA,NA,NA,0,"2",11,2018
"1329",2018,12,29,"none","RHOV",NA,NA,NA,0,"2",11,2018
"1330",2018,12,29,"none","SAAP",NA,NA,NA,0,"2",11,2018
"1331",2018,12,30,"full ","CEOL",NA,NA,NA,0,"2",11,2018
"1332",2018,12,30,"full ","HEAR",NA,NA,NA,0,"2",11,2018
"1333",2018,12,30,"full ","RHOV",NA,NA,NA,0,"2",11,2018
"1334",2018,12,30,"full ","SAAP",NA,NA,NA,0,"2",11,2018
"1335",2018,12,31,"none","CEOL",NA,NA,NA,0,"2",11,2018
"1336",2018,12,31,"none","HEAR",NA,NA,NA,0,"2",11,2018
"1337",2018,12,31,"none","RHOV",NA,NA,NA,0,"2",11,2018
"1338",2018,12,31,"none","SAAP",NA,NA,NA,0,"2",11,2018
"1339",2018,12,32,"half ","CEOL",NA,NA,NA,0,"2",11,2018
"1340",2018,12,32,"half ","HEAR",NA,NA,NA,0,"2",11,2018
"1341",2018,12,32,"half ","RHOV",NA,NA,NA,0,"2",11,2018
"1342",2018,12,32,"half ","SAAP",NA,NA,NA,0,"2",11,2018
"1343",2018,12,33,"full ","CEOL",NA,NA,NA,0,"2",11,2018
"1344",2018,12,33,"full ","HEAR",NA,NA,NA,0,"2",11,2018
"1345",2018,12,33,"full ","RHOV",NA,NA,NA,0,"2",11,2018
"1346",2018,12,33,"full ","SAAP",NA,NA,NA,0,"2",11,2018
"1347",2018,12,34,"half ","CEOL",NA,NA,NA,0,"2",11,2018
"1348",2018,12,34,"half ","HEAR",NA,NA,NA,0,"2",11,2018
"1349",2018,12,34,"half ","RHOV",NA,NA,NA,0,"2",11,2018
"1350",2018,12,34,"half ","SAAP",NA,NA,NA,0,"2",11,2018
"1351",2018,12,35,"full ","CEOL",NA,NA,NA,0,"2",11,2018
"1352",2018,12,35,"full ","HEAR",NA,NA,NA,0,"2",11,2018
"1353",2018,12,35,"full ","RHOV",NA,NA,NA,0,"2",11,2018
"1354",2018,12,35,"full ","SAAP",NA,NA,NA,0,"2",11,2018
"1355",2018,12,36,"none","CEOL",NA,NA,NA,0,"2",11,2018
"1356",2018,12,36,"none","HEAR",NA,NA,NA,0,"2",11,2018
"1357",2018,12,36,"none","RHOV",NA,NA,NA,0,"2",11,2018
"1358",2018,12,36,"none","SAAP",NA,NA,NA,0,"2",11,2018
"1359",2019,1,1,"none","CEOL",1.8,2.17,1.85,1,"1",12,2019
"1360",2019,1,1,"none","CEOL",2.88,2.48,1.92,1,"1",12,2019
"1361",2019,1,1,"none","HEAR",5.98,0.55,4.81,1,"1",12,2019
"1362",2019,1,1,"none","HEAR",7.31,6.75,6.55,1,"1",12,2019
"1363",2019,1,1,"none","HEAR",8.61,9.33,6.93,1,"1",12,2019
"1364",2019,1,1,"none","RHOV",0.96,4.16,3.79,1,"1",12,2019
"1365",2019,1,1,"none","RHOV",2.02,3.39,2.82,1,"1",12,2019
"1366",2019,1,1,"none","RHOV",3.02,5.82,4.58,1,"1",12,2019
"1367",2019,1,1,"none","SAAP",1.85,2.66,0.9,1,"1",12,2019
"1368",2019,1,1,"none","SAAP",5.12,5.02,4.56,1,"1",12,2019
"1369",2019,1,1,"none","SAAP",7.32,8.64,4.83,1,"1",12,2019
"1370",2019,1,2,"full ","CEOL",2.91,2.47,1.58,1,"1",12,2019
"1371",2019,1,2,"full ","CEOL",3.69,4.21,2.75,1,"1",12,2019
"1372",2019,1,2,"full ","HEAR",5.35,7.11,6.33,1,"1",12,2019
"1373",2019,1,2,"full ","HEAR",6.25,7.06,6.87,1,"1",12,2019
"1374",2019,1,2,"full ","HEAR",9.81,8.07,9.46,1,"1",12,2019
"1375",2019,1,2,"full ","RHOV",2.47,3.12,1.8,1,"1",12,2019
"1376",2019,1,2,"full ","RHOV",3.11,2.73,3.78,1,"1",12,2019
"1377",2019,1,2,"full ","RHOV",3.36,4.03,3.54,1,"1",12,2019
"1378",2019,1,2,"full ","SAAP",3.39,5.77,4.68,1,"1",12,2019
"1379",2019,1,2,"full ","SAAP",4.52,6.44,8.36,1,"1",12,2019
"1380",2019,1,2,"full ","SAAP",6.04,10.47,8.63,1,"1",12,2019
"1381",2019,1,3,"full ","CEOL",0.65,1.06,1.66,1,"1",12,2019
"1382",2019,1,3,"full ","CEOL",2.21,1.97,1.87,1,"1",12,2019
"1383",2019,1,3,"full ","HEAR",5.07,4.97,4,1,"1",12,2019
"1384",2019,1,3,"full ","HEAR",6.81,6.04,5.03,1,"1",12,2019
"1385",2019,1,3,"full ","HEAR",7.04,8.67,7.15,1,"1",12,2019
"1386",2019,1,3,"full ","RHOV",1.19,3.32,2.41,1,"1",12,2019
"1387",2019,1,3,"full ","RHOV",1.32,3.43,3.53,1,"1",12,2019
"1388",2019,1,3,"full ","RHOV",2.07,3.26,3.14,1,"1",12,2019
"1389",2019,1,3,"full ","SAAP",3.59,7.49,4.61,1,"1",12,2019
"1390",2019,1,3,"full ","SAAP",6.21,8.07,0.54,1,"1",12,2019
"1391",2019,1,3,"full ","SAAP",6.95,5.73,4.25,1,"1",12,2019
"1392",2019,1,4,"half ","CEOL",1.64,2.04,2.05,1,"1",12,2019
"1393",2019,1,4,"half ","CEOL",3.59,5.6,3.19,1,"1",12,2019
"1394",2019,1,4,"half ","HEAR",6.57,7.38,5.3,1,"1",12,2019
"1395",2019,1,4,"half ","HEAR",6.66,6.62,4.89,1,"1",12,2019
"1396",2019,1,4,"half ","HEAR",9,9.8,7.09,1,"1",12,2019
"1397",2019,1,4,"half ","RHOV",2.73,2.49,1.54,1,"1",12,2019
"1398",2019,1,4,"half ","RHOV",3.51,4.14,1.87,1,"1",12,2019
"1399",2019,1,4,"half ","RHOV",3.77,3.65,2.98,1,"1",12,2019
"1400",2019,1,4,"half ","SAAP",2.6,5.7,4.05,1,"1",12,2019
"1401",2019,1,4,"half ","SAAP",3.37,5.62,4.71,1,"1",12,2019
"1402",2019,1,4,"half ","SAAP",4.14,4.7,3.81,1,"1",12,2019
"1403",2019,1,5,"half ","CEOL",0.56,1.24,0.54,1,"1",12,2019
"1404",2019,1,5,"half ","CEOL",4.11,4.15,3.6,1,"1",12,2019
"1405",2019,1,5,"half ","HEAR",6.12,10.82,9.33,1,"1",12,2019
"1406",2019,1,5,"half ","HEAR",6.75,9.32,7.05,1,"1",12,2019
"1407",2019,1,5,"half ","HEAR",8.21,9.64,8.5,1,"1",12,2019
"1408",2019,1,5,"half ","RHOV",1.21,3.62,2.92,1,"1",12,2019
"1409",2019,1,5,"half ","RHOV",2.17,4.44,3.52,1,"1",12,2019
"1410",2019,1,5,"half ","RHOV",3.13,3.53,1.99,1,"1",12,2019
"1411",2019,1,5,"half ","SAAP",1.95,4.24,3.64,1,"1",12,2019
"1412",2019,1,5,"half ","SAAP",3.42,7.16,5.74,1,"1",12,2019
"1413",2019,1,5,"half ","SAAP",3.66,9.41,8.12,1,"1",12,2019
"1414",2019,1,6,"none","CEOL",0.88,1.53,1.5,1,"1",12,2019
"1415",2019,1,6,"none","CEOL",2.09,4.92,3.7,1,"1",12,2019
"1416",2019,1,6,"none","HEAR",5.47,6.76,5.34,1,"1",12,2019
"1417",2019,1,6,"none","HEAR",5.51,6.43,4.14,1,"1",12,2019
"1418",2019,1,6,"none","HEAR",5.86,9.4,3.85,1,"1",12,2019
"1419",2019,1,6,"none","RHOV",0.92,3.12,2.19,1,"1",12,2019
