date,plot_number,MAFA_removal,location,species,individual,stem_height_cm,width_1_cm,width_2_cm,condition,alive,dead,notes
10/27/2020,11,none,top,CEOL,,,,,,,1,
10/27/2020,11,none,top,HEAR,,,,,,,1,
10/27/2020,11,none,top,RHOV,,,,,,,1,
10/27/2020,11,none,top,SAAP,,,,,,,1,
10/27/2020,11,none,middle,HEAR,,,,,,,1,
10/27/2020,11,none,middle,RHOV,,,,,,,1,DNP
10/27/2020,11,none,middle,SAAP,,,,,,,1,
10/27/2020,11,none,bottom,CEOL,,,,,,,1,
10/27/2020,11,none,bottom,HEAR,,,,,,,1,
10/27/2020,11,none,bottom,RHOV,,,,,,,1,
10/27/2020,11,none,bottom,SAAP,,9.222,4.144,3.329,,1,,"barely alive, one green leaf"
4/12/2021,11,none,top,CEOL,,,,,,,1,
4/12/2021,11,none,top,HEAR,,12.15,6.579,5.987,,1,,it's alive!; all values to three decimal points: 6.570
4/12/2021,11,none,top,RHOV,,,,,,,1,
4/12/2021,11,none,top,SAAP,,,,,,,1,
4/12/2021,11,none,middle,HEAR,,,,,,,1,
4/12/2021,11,none,middle,RHOV,,,,,,,1,dead no plant
4/12/2021,11,none,middle,SAAP,,,,,,,1,
4/12/2021,11,none,bottom,CEOL,,,,,,,1,
4/12/2021,11,none,bottom,HEAR,,,,,,,1,
4/12/2021,11,none,bottom,RHOV,,,,,,,1,
4/12/2021,11,none,bottom,SAAP,,9.099,4.785,3.599,,1,,new green leaves growing out of stem
2/9/2018,12,full removal,right,CEOL,green,,,,,1,,planted 2018
2/9/2018,12,full removal,right,CEOL,blue,,,,,1,,planted 2018
2/9/2018,12,full removal,right,HEAR,S,,,,,1,,planted 2018
2/9/2018,12,full removal,right,HEAR,C,,,,,1,,planted 2018
2/9/2018,12,full removal,right,HEAR,R,,,,,1,,planted 2018
2/9/2018,12,full removal,right,RHOV,green,,,,,1,,planted 2018
2/9/2018,12,full removal,right,RHOV,blue,,,,,1,,planted 2018
2/9/2018,12,full removal,right,SAAP,green,,,,,1,,planted 2018
2/9/2018,12,full removal,right,SAAP,blue,,,,,1,,planted 2018
2/9/2018,12,full removal,left,RHOV,green,,,,,1,,planted 2018
2/9/2018,12,full removal,left,SAAP,green,,,,,1,,planted 2018
2/9/2018,12,full removal,left,SAAP,blue,,,,,1,,planted 2018
2/9/2018,12,full removal,left,CEOL,green,,,,,1,,planted 2018
2/9/2018,12,full removal,left,CEOL,blue,,,,,1,,planted 2018
2/9/2018,12,full removal,left,HEAR,S,,,,,1,,planted 2018
2/9/2018,12,full removal,left,HEAR,C,,,,,1,,planted 2018
2/9/2018,12,full removal,left,HEAR,R,,,,,1,,planted 2018
2/9/2018,12,full removal,left,RHOV,blue,,,,,1,,planted 2018
2/24/2018,12,full removal,right,CEOL,green,1.3,2,0.41,,1,,a little stressed
2/24/2018,12,full removal,right,CEOL,blue,1.9,4,2.9,,1,,a little stressed
2/24/2018,12,full removal,right,HEAR,S,6.9,5,4.8,,1,,"stressed, white and black spots"
2/24/2018,12,full removal,right,HEAR,C,4.5,7.3,3,,1,,herbivory
2/24/2018,12,full removal,right,HEAR,R,5.6,6.1,2.4,,1,,
2/24/2018,12,full removal,right,RHOV,green,2.8,4.2,4.2,,1,,water stressed
2/24/2018,12,full removal,right,RHOV,blue,1.5,2.7,1.4,,1,,
2/24/2018,12,full removal,right,SAAP,green,1.3,2.3,1.7,,1,,
2/24/2018,12,full removal,right,SAAP,blue,1.1,1.3,1.2,,1,,a little stressed
2/24/2018,12,full removal,left,RHOV,green,1.12,3.3,1.71,,1,,stressed
2/24/2018,12,full removal,left,SAAP,green,2.36,2.16,1.3,,1,,"stressed, width 2 (1.88)"
2/24/2018,12,full removal,left,SAAP,blue,1.2,0.42,0.65,,1,,"a little stressed, width 1 (1.85), width 2 (1.53)"
2/24/2018,12,full removal,left,CEOL,green,0.78,2.05,0.63,,1,,
2/24/2018,12,full removal,left,CEOL,blue,2.7,4.3,2.32,,1,,
2/24/2018,12,full removal,left,HEAR,S,7.01,8.07,5.08,,1,,stressed
2/24/2018,12,full removal,left,HEAR,C,6.95,7.32,5.91,,1,,
2/24/2018,12,full removal,left,HEAR,R,4.47,6.96,5.88,,1,,
2/24/2018,12,full removal,left,RHOV,blue,1.58,3.87,2.86,,1,,stressed
5/26/2018,12,full removal,left,SAAP,green,13.39,0.59,0.49,,1,,
5/26/2018,12,full removal,left,SAAP,blue,,,,,,1,
5/26/2018,12,full removal,left,RHOV,green,0.67,3.45,0.2,,1,,burnt
5/26/2018,12,full removal,left,RHOV,blue,1.38,2.7,1.32,,1,,1 green leaf
5/26/2018,12,full removal,left,CEOL,green,1.99,2.63,1.16,,1,,
5/26/2018,12,full removal,left,CEOL,blue,,,,,,1,
5/26/2018,12,full removal,left,HEAR,s,7.15,6.77,2.41,,1,,burnt
5/26/2018,12,full removal,left,HEAR,c,6.02,7.98,2.82,,1,,
5/26/2018,12,full removal,left,HEAR,r,2.69,3.91,3.07,,1,,
5/26/2018,12,full removal,right,SAAP,green,1.92,3.58,2.1,,1,,
5/26/2018,12,full removal,right,SAAP,blue,1.27,0.91,0.81,,1,,
5/26/2018,12,full removal,right,RHOV,green,1.73,2.85,1.13,,1,,
5/26/2018,12,full removal,right,RHOV,blue,,,,,,1,
5/26/2018,12,full removal,right,CEOL,green,1.22,3.06,0.71,,1,,
5/26/2018,12,full removal,right,CEOL,blue,,,,,,1,
5/26/2018,12,full removal,right,HEAR,s,5.56,4.82,2.18,,1,,50/50 crispy
5/26/2018,12,full removal,right,HEAR,c,3.45,6.94,2.65,,1,,slightly eaten
5/26/2018,12,full removal,right,HEAR,r,4.23,6.1,1.91,,1,,
12/12/2018,12,full removal,right,CEOL,green,,,,,,1,dead
12/12/2018,12,full removal,right,CEOL,blue,,,,,,1,dead
12/12/2018,12,full removal,right,HEAR,S,,,,,,1,dead
12/12/2018,12,full removal,right,HEAR,C1,,,,,,1,dead
12/12/2018,12,full removal,right,HEAR,C2,,,,,,1,dead
12/12/2018,12,full removal,right,RHOV,green,,,,,,1,"looks dead, but can't tell because the leaves are red"
12/12/2018,12,full removal,right,RHOV,blue,,,,,,1,dead
12/12/2018,12,full removal,right,SAAP,green,,,,,,1,dead
12/12/2018,12,full removal,right,SAAP,blue,,,,,,1,dead
12/12/2018,12,full removal,left,RHOV,green,3.692,0.812,0.0951,,1,,"looks alive, although could be dead with read leaves, took a picture"
12/12/2018,12,full removal,left,SAAP,green,,,,,,1,dead
12/12/2018,12,full removal,left,SAAP,blue,,,,,,1,dead
12/12/2018,12,full removal,left,CEOL,green,,,,,,1,dead
12/12/2018,12,full removal,left,CEOL,blue,,,,,,1,dead
12/12/2018,12,full removal,left,HEAR,S,,,,,,1,dead
12/12/2018,12,full removal,left,HEAR,C,,,,,,1,dead
12/12/2018,12,full removal,left,HEAR,R,,,,,,1,dead
12/12/2018,12,full removal,left,RHOV,blue,,,,,,1,dead
1/26/2019,12,full removal,top,CEOL,,4.64,5.43,3.63,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,top,HEAR,,5.66,6.2,5.06,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,top,RHOV,,3.72,5.22,2.65,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,top,SAAP,,0.94,5.61,3.92,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,middle,HEAR,,3.95,5.92,4.21,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,middle,RHOV,,2.27,3.77,0.97,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,middle,SAAP,,5.17,5.98,3.44,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,bottom,CEOL,,1.46,1.92,0.3,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,bottom,HEAR,,8.46,8.67,9.29,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,bottom,RHOV,,1.16,3.56,2.08,,1,,"planted Jan 18-25, 2019"
1/26/2019,12,full removal,bottom,SAAP,,2.3,2.82,1.6,,1,,"planted Jan 18-25, 2019"
3/11/2019,12,full removal,top,CEOL,,5.3,6.81,4.55,,1,,looking good - yeah baby!
3/11/2019,12,full removal,top,HEAR,,4.85,5.07,6.08,,1,,
3/11/2019,12,full removal,top,RHOV,,3.69,4.67,3.13,,1,,new growth leaf
3/11/2019,12,full removal,top,SAAP,,4.13,6.16,4.03,,1,,"making an upsidedown ""U"" - height is top of stem ""n"""
3/11/2019,12,full removal,middle,HEAR,,4.41,5.93,4.1,,1,,
3/11/2019,12,full removal,middle,RHOV,,,,,,,1,dead
3/11/2019,12,full removal,middle,SAAP,,3.42,6.3,5.19,,1,,
3/11/2019,12,full removal,bottom,CEOL,,0.79,2.12,0.42,,1,,
3/11/2019,12,full removal,bottom,HEAR,,7.98,9.89,9.11,,1,,looking good!
3/11/2019,12,full removal,bottom,RHOV,,1.09,3.17,2.15,,1,,
3/11/2019,12,full removal,bottom,SAAP,,,,,,,1,gone
5/1/2019,12,full removal,top,CEOL,,2.19,1.2,0.56,,1,,Herbiverized & resprouted
5/1/2019,12,full removal,top,HEAR,,6.74,7.61,6.5,,1,,
5/1/2019,12,full removal,top,RHOV,,2.79,,,,,1,dead
5/1/2019,12,full removal,top,SAAP,,2.45,6.63,4.14,,1,,
5/1/2019,12,full removal,middle,HEAR,,3.86,4.7,4.12,,1,,
5/1/2019,12,full removal,middle,RHOV,,2.19,,,,,1,dead
5/1/2019,12,full removal,middle,SAAP,,12.18,8.96,10.86,,1,,
5/1/2019,12,full removal,bottom,CEOL,,1.11,1.75,1.4,,1,,
5/1/2019,12,full removal,bottom,HEAR,,5.15,8.19,6.34,,1,,
5/1/2019,12,full removal,bottom,RHOV,,2.04,2.99,2.46,,1,,
5/1/2019,12,full removal,bottom,SAAP,,,,,,,1,DNP
6/17/2019,12,full removal,top,CEOL,,3.18,2.21,1.98,,1,,
6/17/2019,12,full removal,top,HEAR,,9.46,7.58,7.82,,1,,
6/17/2019,12,full removal,top,RHOV,,,,,,,1,dd
6/17/2019,12,full removal,top,SAAP,,3.51,6,1.8,,1,,
6/17/2019,12,full removal,middle,HEAR,,4.84,3.85,3.06,,1,,
6/17/2019,12,full removal,middle,RHOV,,,,,,,1,dd
6/17/2019,12,full removal,middle,SAAP,,14.4,8.94,8.15,,1,,
6/17/2019,12,full removal,bottom,CEOL,,,,,,,1,DNP
6/17/2019,12,full removal,bottom,HEAR,,5.67,11.57,9.51,,1,,
6/17/2019,12,full removal,bottom,RHOV,,2.2,1.33,0.97,,1,,
6/17/2019,12,full removal,bottom,SAAP,,,,,,,1,dd
9/19/2019,12,full removal,top,CEOL,,2.575,1.653,0.961,,1,,
9/19/2019,12,full removal,top,HEAR,,9.993,6.193,6.616,,1,,
9/19/2019,12,full removal,top,RHOV,,,,,,,1,dead
9/19/2019,12,full removal,top,SAAP,,4.747,4.207,0.207,,,1,dd stem
9/19/2019,12,full removal,middle,HEAR,,2.869,3.115,3.357,,1,,
9/19/2019,12,full removal,middle,RHOV,,,,,,,1,dead
9/19/2019,12,full removal,middle,SAAP,,13.218,1.842,5.073,,1,,
9/19/2019,12,full removal,bottom,CEOL,,,,,,,1,DNP
9/19/2019,12,full removal,bottom,HEAR,,6.191,11.423,6.183,,1,,
9/19/2019,12,full removal,bottom,RHOV,,1.935,,,,,1,dead
9/19/2019,12,full removal,bottom,SAAP,,,,,,,1,dead
11/23/2019,12,full removal,top,CEOL,,2.874,2.088,0.492,,1,,
11/23/2019,12,full removal,top,HEAR,,10.614,7.147,4.459,,1,,
11/23/2019,12,full removal,top,RHOV,,,,,,,1,dd
11/23/2019,12,full removal,top,SAAP,,,,,,,1,dd
11/23/2019,12,full removal,middle,HEAR,,3.835,3.622,2.339,,1,,herbivorized
11/23/2019,12,full removal,middle,RHOV,,,,,,,1,dead
11/23/2019,12,full removal,middle,SAAP,,13.669,8.315,1.441,,1,,
11/23/2019,12,full removal,bottom,CEOL,,,,,,,1,DNP
11/23/2019,12,full removal,bottom,HEAR,,7.945,10.68,5.745,,1,,2 growing points
11/23/2019,12,full removal,bottom,RHOV,,,,,,,1,dd
11/23/2019,12,full removal,bottom,SAAP,,,,,,,1,dd
3/18/2020,12,full removal,top,CEOL,,2.6,,,,,1,dead
3/18/2020,12,full removal,top,HEAR,,12.4,9.8,6.8,,1,,
3/18/2020,12,full removal,top,RHOV,,,,,,,1,
3/18/2020,12,full removal,top,SAAP,,,,,,,1,
3/18/2020,12,full removal,middle,HEAR,,4.2,3.5,3.8,,,1,dead
3/18/2020,12,full removal,middle,RHOV,,,,,,,1,
3/18/2020,12,full removal,middle,SAAP,,14.25,15,5.5,,1,,
3/18/2020,12,full removal,bottom,CEOL,,,,,,,1,
3/18/2020,12,full removal,bottom,HEAR,,6.5,12.6,5.4,,1,,
3/18/2020,12,full removal,bottom,RHOV,,,,,,,1,
3/18/2020,12,full removal,bottom,SAAP,,,,,,,1,
5/14/2020,12,full removal,top,CEOL,,,,,,,1,
5/14/2020,12,full removal,top,HEAR,,17.755,15.328,9.98,,1,,
5/14/2020,12,full removal,top,RHOV,,,,,,,1,
5/14/2020,12,full removal,top,SAAP,,,,,,,1,
5/14/2020,12,full removal,middle,HEAR,,,,,,,1,
5/14/2020,12,full removal,middle,RHOV,,,,,,,1,
5/14/2020,12,full removal,middle,SAAP,,15.941,19.873,10.338,,1,,
5/14/2020,12,full removal,bottom,CEOL,,,,,,,1,
5/14/2020,12,full removal,bottom,HEAR,,5.424,8.446,6.473,,1,,
5/14/2020,12,full removal,bottom,RHOV,,,,,,,1,
5/14/2020,12,full removal,bottom,SAAP,,,,,,,1,
10/27/2020,12,full removal,top,CEOL,,,,,,,1,
10/27/2020,12,full removal,top,HEAR,,,,,,,1,DNP
10/27/2020,12,full removal,top,RHOV,,,,,,,1,
10/27/2020,12,full removal,top,SAAP,,,,,,,1,
10/27/2020,12,full removal,middle,HEAR,,,,,,,1,
10/27/2020,12,full removal,middle,RHOV,,,,,,,1,
10/27/2020,12,full removal,middle,SAAP,,,,,,,1,DNP
10/27/2020,12,full removal,bottom,CEOL,,,,,,,1,
10/27/2020,12,full removal,bottom,HEAR,,5.884,6.653,6.219,,,1,dead
10/27/2020,12,full removal,bottom,RHOV,,,,,,,1,
10/27/2020,12,full removal,bottom,SAAP,,,,,,,1,
4/12/2021,12,full removal,top,CEOL,,,,,,,1,nothing alive
4/12/2021,12,full removal,top,HEAR,,,,,,,1,nothing alive
4/12/2021,12,full removal,top,RHOV,,,,,,,1,nothing alive
4/12/2021,12,full removal,top,SAAP,,,,,,,1,nothing alive
4/12/2021,12,full removal,middle,HEAR,,,,,,,1,nothing alive
4/12/2021,12,full removal,middle,RHOV,,,,,,,1,nothing alive
4/12/2021,12,full removal,middle,SAAP,,,,,,,1,nothing alive
4/12/2021,12,full removal,bottom,CEOL,,,,,,,1,nothing alive
4/12/2021,12,full removal,bottom,HEAR,,,,,,,1,nothing alive
4/12/2021,12,full removal,bottom,RHOV,,,,,,,1,nothing alive
4/12/2021,12,full removal,bottom,SAAP,,,,,,,1,nothing alive
2/9/2018,13,full removal,right,CEOL,green,,,,,1,,planted 2018
2/9/2018,13,full removal,right,CEOL,blue,,,,,1,,planted 2018
2/9/2018,13,full removal,right,HEAR,S,,,,,1,,planted 2018
2/9/2018,13,full removal,right,HEAR,C,,,,,1,,planted 2018
2/9/2018,13,full removal,right,HEAR,R,,,,,1,,planted 2018
2/9/2018,13,full removal,right,RHOV,green,,,,,1,,planted 2018
2/9/2018,13,full removal,right,RHOV,blue,,,,,1,,planted 2018
2/9/2018,13,full removal,right,SAAP,green,,,,,1,,planted 2018
2/9/2018,13,full removal,right,SAAP,blue,,,,,1,,planted 2018
2/9/2018,13,full removal,left,SAAP,green,,,,,1,,planted 2018
2/9/2018,13,full removal,left,SAAP,blue,,,,,1,,planted 2018
2/9/2018,13,full removal,left,CEOL,green,,,,,1,,planted 2018
2/9/2018,13,full removal,left,CEOL,blue,,,,,1,,planted 2018
2/9/2018,13,full removal,left,HEAR,S,,,,,1,,planted 2018
2/9/2018,13,full removal,left,HEAR,C,,,,,1,,planted 2018
2/9/2018,13,full removal,left,HEAR,R,,,,,1,,planted 2018
2/9/2018,13,full removal,left,RHOV,green,,,,,1,,planted 2018
2/9/2018,13,full removal,left,RHOV,blue,,,,,1,,planted 2018
2/23/2018,13,full removal,right,CEOL,green,1.7,0.12,0.12,,,1,stump; dead
2/23/2018,13,full removal,right,CEOL,blue,2,0.68,0.4,,1,,
2/23/2018,13,full removal,right,HEAR,S,9.4,7.15,4.99,,1,,red; crispy
2/23/2018,13,full removal,right,HEAR,C,8,4.83,2.49,,1,,a little red
2/23/2018,13,full removal,right,HEAR,R,7.1,5.65,3.19,,1,,
2/23/2018,13,full removal,right,RHOV,green,1.6,3.11,1.13,,1,,red; stressed
2/23/2018,13,full removal,right,RHOV,blue,1.3,2.75,1.56,,1,,red; sun stressed
2/23/2018,13,full removal,right,SAAP,green,0.3,0.98,0.29,,,1,dead
2/23/2018,13,full removal,right,SAAP,blue,0.3,1.36,0.49,,,1,dead
2/23/2018,13,full removal,left,SAAP,green,1.15,1.74,1.19,,1,,
2/23/2018,13,full removal,left,SAAP,blue,,,,,,1,missing
2/23/2018,13,full removal,left,CEOL,green,2.28,2.31,2,,1,,accidently broke leaf
2/23/2018,13,full removal,left,CEOL,blue,2.34,0.43,0.33,,1,,lost leaves but budding from stem
2/23/2018,13,full removal,left,HEAR,S,9.69,6.85,4.72,,1,,
2/23/2018,13,full removal,left,HEAR,C,7.08,8.97,5.18,,1,,
2/23/2018,13,full removal,left,HEAR,R,5.54,5.46,4.69,,1,,
2/23/2018,13,full removal,left,RHOV,green,1.19,2.98,1.87,,1,,water stessed
2/23/2018,13,full removal,left,RHOV,blue,2.6,0.47,0.3,,1,,sun stressed; leaves white/yellow; width 1 (3.47); width 2 (0.96)
5/26/2018,13,full removal,left,SAAP,green,6.81,1.42,0.88,,1,,
5/26/2018,13,full removal,left,SAAP,blue,,,,,,1,
5/26/2018,13,full removal,left,RHOV,green,,,,,,1,
5/26/2018,13,full removal,left,RHOV,blue,,,,,,1,
5/26/2018,13,full removal,left,CEOL,green,,,,,,1,
5/26/2018,13,full removal,left,CEOL,blue,,,,,,1,
5/26/2018,13,full removal,left,HEAR,s,7.04,5.23,0.57,,1,,
5/26/2018,13,full removal,left,HEAR,c,,,,,,1,
5/26/2018,13,full removal,left,HEAR,r,,,,,,1,
5/26/2018,13,full removal,right,SAAP,green,,,,,,1,
5/26/2018,13,full removal,right,SAAP,blue,,,,,,1,
5/26/2018,13,full removal,right,RHOV,green,1.3,3.4,1.1,,1,,
5/26/2018,13,full removal,right,RHOV,blue,,,,,,1,
5/26/2018,13,full removal,right,CEOL,green,,,,,,1,
5/26/2018,13,full removal,right,CEOL,blue,,,,,,1,
5/26/2018,13,full removal,right,HEAR,s,7.68,7.48,2.6,,1,,
5/26/2018,13,full removal,right,HEAR,c,,,,,,1,
5/26/2018,13,full removal,right,HEAR,r,,,,,,1,
12/12/2018,13,full removal,right,CEOL,green,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,CEOL,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,HEAR,S,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,HEAR,C1,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,HEAR,C2,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,RHOV,green,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,RHOV,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,SAAP,green,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,right,SAAP,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,CEOL,green,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,CEOL,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,HEAR,S,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,HEAR,C1,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,HEAR,C2,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,RHOV,green,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,RHOV,blue,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,SAAP,green,,,,,,1,"dead, no seedlings present"
12/12/2018,13,full removal,left,SAAP,blue,,,,,,1,"dead, no seedlings present"
1/26/2019,13,full removal,top,CEOL,,1.44,0.88,1.31,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,top,HEAR,,4.36,5.45,0.36,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,top,RHOV,,0.56,4.17,1.44,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,top,SAAP,,4.81,5.21,1.23,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,middle,HEAR,,4.09,4.33,3.74,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,middle,RHOV,,1.66,4.24,3.28,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,middle,SAAP,,3.71,7.83,6.27,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,bottom,CEOL,,3.85,5.76,3.18,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,bottom,HEAR,,5.91,7.99,3.18,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,bottom,RHOV,,1.37,2.81,1.49,,1,,"planted Jan 18-25, 2019"
1/26/2019,13,full removal,bottom,SAAP,,5.72,6.89,1.95,,1,,"planted Jan 18-25, 2019"
3/11/2019,13,full removal,top,CEOL,,,,,,,1,"gone, dead"
3/11/2019,13,full removal,top,HEAR,,3.2,3.8,5.33,,1,,
3/11/2019,13,full removal,top,RHOV,,0.05,3.94,1.66,,1,,
3/11/2019,13,full removal,top,SAAP,,3.6,0.8,4.54,,1,,
3/11/2019,13,full removal,middle,HEAR,,3.68,5.23,4.22,,1,,
3/11/2019,13,full removal,middle,RHOV,,1.46,4.24,2.75,,1,,
3/11/2019,13,full removal,middle,SAAP,,3.85,8.28,6.78,,1,,
3/11/2019,13,full removal,bottom,CEOL,,4.05,3.82,1.5,,1,,"new growth, droopy"
3/11/2019,13,full removal,bottom,HEAR,,6.46,7.2,3.19,,1,,"very red, water stressed"
3/11/2019,13,full removal,bottom,RHOV,,1.58,2.79,1.68,,1,,
3/11/2019,13,full removal,bottom,SAAP,,6.51,5.79,4.37,,1,,
4/30/2019,13,full removal,top,CEOL,,,,,,,1,DNP
4/30/2019,13,full removal,top,HEAR,,5.32,4.14,2.49,,1,,
4/30/2019,13,full removal,top,RHOV,,0.47,3.16,0.88,,1,,
4/30/2019,13,full removal,top,SAAP,,5.37,3.58,2.98,,1,,
4/30/2019,13,full removal,middle,HEAR,,4.93,4.42,3.34,,1,,
4/30/2019,13,full removal,middle,RHOV,,1.49,3.37,1.09,,1,,
4/30/2019,13,full removal,middle,SAAP,,9.77,4.47,4.63,,1,,
4/30/2019,13,full removal,bottom,CEOL,,7.31,6.01,3.63,,1,,
4/30/2019,13,full removal,bottom,HEAR,,8.17,7.28,3.84,,1,,
4/30/2019,13,full removal,bottom,RHOV,,1.39,3.85,1.95,,1,,
4/30/2019,13,full removal,bottom,SAAP,,7.85,4.04,5.12,,1,,
6/25/2019,13,full removal,top,CEOL,,,,,,,1,DNP
6/25/2019,13,full removal,top,HEAR,,5.53,3.85,5.57,,1,,leaves browning
6/25/2019,13,full removal,top,RHOV,,0.41,0.43,2.1,,1,,
6/25/2019,13,full removal,top,SAAP,,1.72,1.55,1.49,,1,,
6/25/2019,13,full removal,middle,HEAR,,,,,,,1,DNP
6/25/2019,13,full removal,middle,RHOV,,3.84,3.96,1.1,,1,,
6/25/2019,13,full removal,middle,SAAP,,3.98,2.34,2.24,,1,,
6/25/2019,13,full removal,bottom,CEOL,,1.14,1.1,1.07,,1,,
6/25/2019,13,full removal,bottom,HEAR,,11.67,7.75,6.65,,1,,
6/25/2019,13,full removal,bottom,RHOV,,2.29,2.14,1.58,,1,,
6/25/2019,13,full removal,bottom,SAAP,,7.95,5.41,4.49,,1,,
9/19/2019,13,full removal,top,CEOL,,,,,,,1,DNP
9/19/2019,13,full removal,top,HEAR,,5.238,,,,,1,dead
9/19/2019,13,full removal,top,RHOV,,,,,,,1,DNP
9/19/2019,13,full removal,top,SAAP,,1.447,1.247,5.27,,1,,"herbivory, stem"
9/19/2019,13,full removal,middle,HEAR,,,,,,,1,DNP
9/19/2019,13,full removal,middle,RHOV,,2.745,,,,,1,dead
9/19/2019,13,full removal,middle,SAAP,,,,,,,1,DNP
9/19/2019,13,full removal,bottom,CEOL,,1.397,,,,,1,"dead, herbivory"
9/19/2019,13,full removal,bottom,HEAR,,4.04,,,,,1,"dead, herbivory W1=7.455 W2=29.44"
9/19/2019,13,full removal,bottom,RHOV,,1.803,,,,,1,dead
9/19/2019,13,full removal,bottom,SAAP,,,,,,,1,DNP
11/23/2019,13,full removal,top,CEOL,,,,,,,1,DNP
11/23/2019,13,full removal,top,HEAR,,,,,,,1,dead
11/23/2019,13,full removal,top,RHOV,,,,,,,1,DNP
11/23/2019,13,full removal,top,SAAP,,1.59,1.15,0.32,,,1,"dd, herbivorized"
11/23/2019,13,full removal,middle,HEAR,,,,,,,1,DNP
11/23/2019,13,full removal,middle,RHOV,,,,,,,1,dead
11/23/2019,13,full removal,middle,SAAP,,,,,,,1,DNP
11/23/2019,13,full removal,bottom,CEOL,,,,,,,1,dd
11/23/2019,13,full removal,bottom,HEAR,,,,,,,1,dd
11/23/2019,13,full removal,bottom,RHOV,,,,,,,1,dd
11/23/2019,13,full removal,bottom,SAAP,,,,,,,1,DNP
3/18/2020,13,full removal,top,CEOL,,,,,,,1,
3/18/2020,13,full removal,top,HEAR,,,,,,,1,
3/18/2020,13,full removal,top,RHOV,,,,,,,1,
3/18/2020,13,full removal,top,SAAP,,,,,,,1,DNP
3/18/2020,13,full removal,middle,HEAR,,,,,,,1,
3/18/2020,13,full removal,middle,RHOV,,,,,,,1,
3/18/2020,13,full removal,middle,SAAP,,,,,,,1,
3/18/2020,13,full removal,bottom,CEOL,,,,,,,1,
3/18/2020,13,full removal,bottom,HEAR,,,,,,,1,
3/18/2020,13,full removal,bottom,RHOV,,,,,,,1,
3/18/2020,13,full removal,bottom,SAAP,,,,,,,1,
5/14/2020,13,full removal,top,CEOL,,,,,,,1,nothing alive
5/14/2020,13,full removal,top,HEAR,,,,,,,1,nothing alive
5/14/2020,13,full removal,top,RHOV,,,,,,,1,nothing alive
5/14/2020,13,full removal,top,SAAP,,,,,,,1,nothing alive
5/14/2020,13,full removal,middle,HEAR,,,,,,,1,nothing alive
5/14/2020,13,full removal,middle,RHOV,,,,,,,1,nothing alive
5/14/2020,13,full removal,middle,SAAP,,,,,,,1,nothing alive
5/14/2020,13,full removal,bottom,CEOL,,,,,,,1,nothing alive
5/14/2020,13,full removal,bottom,HEAR,,,,,,,1,nothing alive
5/14/2020,13,full removal,bottom,RHOV,,,,,,,1,nothing alive
5/14/2020,13,full removal,bottom,SAAP,,,,,,,1,nothing alive
10/27/2020,13,full removal,top,CEOL,,,,,,,1,nothing alive
10/27/2020,13,full removal,top,HEAR,,,,,,,1,nothing alive
10/27/2020,13,full removal,top,RHOV,,,,,,,1,nothing alive
10/27/2020,13,full removal,top,SAAP,,,,,,,1,nothing alive
10/27/2020,13,full removal,middle,HEAR,,,,,,,1,nothing alive
10/27/2020,13,full removal,middle,RHOV,,,,,,,1,nothing alive
